,Board State,Score,Best Move,Depth
1162,"((1, 0, 1), (1, -1, -1), (0, 0, -1))",2,"(0, 1)",6
2909,"((-1, 0, 1), (-1, 0, -1), (0, 1, 1))",2,"(2, 0)",6
2908,"((-1, 0, 1), (-1, -1, 0), (0, 1, 1))",2,"(1, 2)",6
2235,"((0, 1, 1), (-1, 0, -1), (-1, 0, 1))",2,"(0, 0)",6
2912,"((-1, 0, 1), (0, -1, -1), (0, 1, 1))",2,"(2, 0)",6
2905,"((-1, -1, 1), (0, 0, 0), (-1, 1, 1))",2,"(1, 2)",6
2903,"((-1, -1, 1), (0, -1, 0), (0, 1, 1))",2,"(1, 0)",6
2902,"((-1, -1, 1), (-1, 0, 0), (0, 1, 1))",2,"(1, 2)",6
1165,"((1, 0, 1), (0, -1, -1), (1, -1, 0))",2,"(0, 1)",6
1785,"((-1, 1, -1), (0, 1, 1), (0, -1, 0))",2,"(1, 0)",6
1167,"((1, 0, 1), (0, -1, -1), (1, 0, -1))",2,"(0, 1)",6
2233,"((0, 1, 1), (-1, 0, -1), (0, 1, -1))",2,"(0, 0)",6
2904,"((-1, -1, 1), (0, 0, -1), (0, 1, 1))",2,"(2, 0)",6
1787,"((-1, 1, -1), (0, 1, 1), (0, 0, -1))",2,"(1, 0)",6
2913,"((-1, 0, 1), (0, -1, 0), (-1, 1, 1))",2,"(1, 2)",6
1160,"((1, 0, 1), (1, -1, -1), (0, -1, 0))",2,"(0, 1)",6
2245,"((0, 1, 1), (-1, 0, 1), (-1, -1, 0))",2,"(0, 0)",6
2936,"((0, -1, 1), (1, -1, 1), (0, 0, -1))",-2,"(0, 0)",6
1603,"((-1, 1, 1), (0, 0, 0), (-1, -1, 1))",2,"(1, 2)",6
1828,"((-1, 1, 0), (0, 1, -1), (-1, 0, 1))",2,"(2, 1)",6
2243,"((0, 1, 1), (-1, 1, 0), (-1, 0, -1))",2,"(0, 0)",6
2933,"((0, -1, 1), (1, -1, 1), (-1, 0, 0))",2,"(2, 2)",6
1829,"((-1, 1, 0), (0, 1, -1), (0, -1, 1))",0,"(0, 2)",6
1142,"((1, 1, 0), (0, -1, 1), (0, -1, -1))",2,"(0, 2)",6
1144,"((1, 1, 0), (0, -1, 0), (1, -1, -1))",2,"(0, 2)",6
2241,"((0, 1, 1), (-1, 1, 0), (-1, -1, 0))",2,"(0, 0)",6
1833,"((-1, 1, 0), (0, 1, 1), (-1, -1, 0))",2,"(1, 0)",6
2236,"((0, 1, 1), (-1, 0, -1), (0, -1, 1))",2,"(0, 0)",6
1158,"((1, 0, 1), (1, -1, -1), (-1, 0, 0))",2,"(0, 1)",6
2916,"((-1, 0, 1), (0, 0, -1), (-1, 1, 1))",0,"(1, 0)",6
1834,"((-1, 1, 0), (0, 1, 1), (-1, 0, -1))",2,"(1, 0)",6
1170,"((1, 0, 1), (0, -1, -1), (-1, 1, 0))",2,"(0, 1)",6
1826,"((-1, 1, 0), (0, 1, -1), (1, 0, -1))",2,"(0, 2)",6
1171,"((1, 0, 1), (0, -1, -1), (0, 1, -1))",2,"(0, 1)",6
1840,"((-1, 1, 0), (0, 1, 1), (0, -1, -1))",2,"(1, 0)",6
2873,"((-1, -1, 1), (0, 0, -1), (1, 0, 1))",2,"(1, 0)",6
2872,"((-1, -1, 1), (0, -1, 0), (1, 0, 1))",2,"(1, 2)",6
2871,"((-1, -1, 1), (-1, 0, 0), (1, 0, 1))",2,"(1, 1)",6
1182,"((1, 0, 1), (1, -1, 0), (-1, 0, -1))",2,"(0, 1)",6
2869,"((-1, -1, 1), (0, 0, 0), (1, 1, -1))",2,"(1, 1)",6
2868,"((-1, -1, 1), (0, 0, -1), (1, 1, 0))",2,"(1, 0)",6
2874,"((-1, -1, 1), (0, 0, 0), (1, -1, 1))",2,"(1, 1)",6
2867,"((-1, -1, 1), (0, -1, 0), (1, 1, 0))",2,"(2, 2)",6
2866,"((-1, -1, 1), (-1, 0, 0), (1, 1, 0))",2,"(1, 1)",6
1184,"((1, 0, 1), (0, -1, 1), (-1, -1, 0))",2,"(0, 1)",6
2227,"((0, 1, 1), (-1, 0, -1), (1, -1, 0))",2,"(0, 0)",6
1781,"((-1, 1, -1), (0, 1, 1), (-1, 0, 0))",2,"(1, 0)",6
1186,"((1, 0, 1), (0, -1, 1), (-1, 0, -1))",2,"(0, 1)",6
1188,"((1, 0, 1), (0, -1, 0), (-1, 1, -1))",2,"(0, 1)",6
2229,"((0, 1, 1), (-1, 0, -1), (1, 0, -1))",2,"(0, 0)",6
1910,"((-1, 1, 0), (0, 0, 1), (-1, -1, 1))",2,"(0, 2)",6
1579,"((-1, 1, 1), (0, 0, -1), (0, -1, 1))",0,"(1, 0)",6
2877,"((-1, 0, 1), (-1, -1, 0), (1, 1, 0))",2,"(2, 2)",6
2892,"((-1, 0, 1), (0, 0, -1), (1, 1, -1))",2,"(1, 1)",6
1173,"((1, 0, 1), (0, -1, -1), (-1, 0, 1))",2,"(0, 1)",6
1174,"((1, 0, 1), (0, -1, -1), (0, -1, 1))",2,"(0, 1)",6
2889,"((-1, 0, 1), (0, -1, 0), (1, -1, 1))",2,"(1, 2)",6
2888,"((-1, 0, 1), (0, -1, -1), (1, 0, 1))",2,"(2, 1)",6
2886,"((-1, 0, 1), (0, -1, -1), (1, 1, 0))",2,"(2, 2)",6
2288,"((0, 1, 0), (-1, 1, 0), (1, -1, -1))",2,"(0, 2)",6
1842,"((-1, 1, 0), (0, 1, 0), (1, -1, -1))",2,"(0, 2)",6
2883,"((-1, 0, 1), (-1, 0, 0), (1, -1, 1))",2,"(0, 1)",6
2882,"((-1, 0, 1), (-1, 0, -1), (1, 0, 1))",2,"(1, 1)",6
2232,"((0, 1, 1), (-1, 0, -1), (-1, 1, 0))",2,"(0, 0)",6
2881,"((-1, 0, 1), (-1, -1, 0), (1, 0, 1))",2,"(1, 2)",6
1179,"((1, 0, 1), (1, -1, 0), (-1, -1, 0))",2,"(0, 1)",6
2879,"((-1, 0, 1), (-1, 0, 0), (1, 1, -1))",2,"(1, 1)",6
2878,"((-1, 0, 1), (-1, 0, -1), (1, 1, 0))",2,"(1, 1)",6
2894,"((-1, 0, 1), (0, 0, -1), (1, -1, 1))",2,"(1, 1)",6
2247,"((0, 1, 1), (-1, 0, 1), (-1, 0, -1))",2,"(0, 0)",6
2249,"((0, 1, 1), (-1, 0, 0), (-1, 1, -1))",2,"(0, 0)",6
1825,"((-1, 1, 0), (0, 1, -1), (1, -1, 0))",2,"(0, 2)",6
2279,"((0, 1, 0), (-1, 1, 1), (-1, -1, 0))",-2,"(0, 0)",6
1123,"((1, 1, 0), (1, -1, 0), (-1, -1, 0))",2,"(0, 2)",6
1809,"((-1, 1, 0), (-1, 1, 1), (0, -1, 0))",0,"(2, 0)",6
2998,"((0, -1, 1), (1, 0, 0), (1, -1, -1))",2,"(0, 0)",6
2280,"((0, 1, 0), (-1, 1, 1), (-1, 0, -1))",2,"(2, 1)",6
1593,"((-1, 1, 1), (0, 1, 0), (-1, -1, 0))",-2,"(1, 0)",6
1589,"((-1, 1, 1), (1, 0, 0), (-1, 0, -1))",-2,"(1, 1)",6
2996,"((0, -1, 1), (1, 0, 1), (0, -1, -1))",2,"(1, 1)",6
2993,"((0, -1, 1), (1, 1, 0), (0, -1, -1))",2,"(1, 2)",6
1126,"((1, 1, 0), (1, -1, 0), (-1, 0, -1))",2,"(0, 2)",6
2990,"((0, -1, 1), (1, 0, 0), (-1, -1, 1))",2,"(1, 1)",6
2260,"((0, 1, 1), (-1, 0, 0), (1, -1, -1))",2,"(0, 0)",6
1811,"((-1, 1, 0), (-1, 1, 1), (0, 0, -1))",2,"(2, 0)",6
2988,"((0, -1, 1), (1, 0, 0), (-1, 1, -1))",0,"(0, 0)",6
1595,"((-1, 1, 1), (0, 1, 0), (-1, 0, -1))",2,"(2, 1)",6
1795,"((-1, 1, -1), (0, 1, -1), (1, 0, 0))",2,"(2, 1)",6
1118,"((1, 1, 0), (0, -1, -1), (0, -1, 1))",2,"(0, 2)",6
1585,"((-1, 1, 1), (1, 0, 0), (-1, -1, 0))",0,"(2, 2)",6
3017,"((0, -1, 1), (-1, 1, -1), (0, 1, 0))",2,"(0, 0)",6
1800,"((-1, 1, -1), (-1, 1, 0), (0, 0, 1))",2,"(2, 1)",6
2271,"((0, 1, 0), (-1, 1, -1), (1, -1, 0))",2,"(0, 0)",6
2272,"((0, 1, 0), (-1, 1, -1), (1, 0, -1))",2,"(0, 2)",6
1801,"((-1, 1, -1), (0, 1, -1), (0, 0, 1))",2,"(2, 1)",6
3013,"((0, -1, 1), (-1, 1, 1), (0, 0, -1))",2,"(2, 0)",6
1802,"((-1, 1, -1), (0, 1, 0), (-1, 0, 1))",2,"(1, 0)",6
2274,"((0, 1, 0), (-1, 1, -1), (-1, 0, 1))",2,"(0, 0)",6
3011,"((0, -1, 1), (-1, 1, 1), (0, -1, 0))",2,"(0, 0)",6
3010,"((0, -1, 1), (-1, 1, 1), (-1, 0, 0))",2,"(2, 2)",6
2275,"((0, 1, 0), (-1, 1, -1), (0, -1, 1))",2,"(0, 0)",6
1803,"((-1, 1, -1), (0, 1, 0), (0, -1, 1))",0,"(1, 0)",6
1114,"((1, 1, 0), (0, -1, -1), (-1, 1, 0))",2,"(0, 2)",6
1115,"((1, 1, 0), (0, -1, -1), (0, 1, -1))",2,"(0, 2)",6
1117,"((1, 1, 0), (0, -1, -1), (-1, 0, 1))",2,"(0, 2)",6
1129,"((1, 1, 0), (0, -1, 1), (-1, -1, 0))",2,"(0, 2)",6
2986,"((0, -1, 1), (1, 0, 1), (-1, 0, -1))",2,"(1, 1)",6
1597,"((-1, 1, 1), (0, 0, 1), (-1, -1, 0))",2,"(2, 2)",6
2984,"((0, -1, 1), (1, 0, 1), (-1, -1, 0))",2,"(1, 1)",6
1818,"((-1, 1, 0), (-1, 1, 0), (1, 0, -1))",2,"(0, 2)",6
1820,"((-1, 1, 0), (-1, 1, -1), (0, 0, 1))",2,"(2, 0)",6
1821,"((-1, 1, 0), (-1, 1, 0), (0, -1, 1))",0,"(2, 0)",6
1792,"((-1, 1, -1), (-1, 1, 0), (1, 0, 0))",2,"(2, 1)",6
2953,"((0, -1, 1), (1, -1, 0), (-1, 0, 1))",2,"(1, 2)",6
2952,"((0, -1, 1), (1, -1, -1), (0, 0, 1))",0,"(2, 1)",6
1139,"((1, 1, 0), (1, -1, 0), (0, -1, -1))",2,"(0, 2)",6
2950,"((0, -1, 1), (1, -1, 0), (0, 1, -1))",0,"(0, 0)",6
2949,"((0, -1, 1), (1, -1, 0), (-1, 1, 0))",0,"(0, 0)",6
2947,"((0, -1, 1), (1, -1, -1), (0, 1, 0))",2,"(2, 0)",6
1599,"((-1, 1, 1), (0, 0, 1), (-1, 0, -1))",-2,"(1, 0)",6
2251,"((0, 1, 1), (-1, 0, 0), (-1, -1, 1))",2,"(0, 0)",6
2943,"((0, -1, 1), (1, -1, 0), (1, 0, -1))",2,"(0, 0)",6
1601,"((-1, 1, 1), (0, 0, 0), (-1, 1, -1))",2,"(1, 1)",6
2941,"((0, -1, 1), (1, -1, -1), (1, 0, 0))",2,"(0, 0)",6
1817,"((-1, 1, 0), (-1, 1, 0), (1, -1, 0))",2,"(0, 2)",6
2859,"((-1, 0, 1), (0, 0, 1), (1, -1, -1))",2,"(1, 1)",6
2960,"((0, -1, 1), (1, 1, -1), (-1, 0, 0))",0,"(0, 0)",6
2962,"((0, -1, 1), (1, 1, -1), (0, -1, 0))",2,"(0, 0)",6
2258,"((0, 1, 1), (-1, 0, 1), (0, -1, -1))",2,"(0, 0)",6
2982,"((0, -1, 1), (1, 1, 0), (-1, 0, -1))",2,"(1, 2)",6
2980,"((0, -1, 1), (1, 1, 0), (-1, -1, 0))",2,"(1, 2)",6
1131,"((1, 1, 0), (0, -1, 1), (-1, 0, -1))",2,"(0, 2)",6
2976,"((0, -1, 1), (1, 0, -1), (0, -1, 1))",2,"(1, 1)",6
2975,"((0, -1, 1), (1, 0, -1), (-1, 0, 1))",0,"(0, 0)",6
1133,"((1, 1, 0), (0, -1, 0), (-1, 1, -1))",2,"(0, 2)",6
2973,"((0, -1, 1), (1, 0, -1), (0, 1, -1))",2,"(2, 0)",6
2972,"((0, -1, 1), (1, 0, -1), (-1, 1, 0))",0,"(0, 0)",6
2969,"((0, -1, 1), (1, 0, -1), (1, 0, -1))",2,"(0, 0)",6
1815,"((-1, 1, 0), (-1, 1, -1), (1, 0, 0))",2,"(0, 2)",6
2967,"((0, -1, 1), (1, 0, -1), (1, -1, 0))",2,"(0, 0)",6
2255,"((0, 1, 1), (-1, 1, 0), (0, -1, -1))",2,"(0, 0)",6
1135,"((1, 1, 0), (0, -1, 0), (-1, -1, 1))",2,"(0, 2)",6
2964,"((0, -1, 1), (1, 1, -1), (0, 0, -1))",2,"(2, 0)",6
2282,"((0, 1, 0), (-1, 1, 0), (-1, -1, 1))",2,"(0, 0)",6
1190,"((1, 0, 1), (0, -1, 0), (-1, -1, 1))",2,"(0, 1)",6
1578,"((-1, 1, 1), (0, 0, -1), (-1, 0, 1))",0,"(1, 0)",6
1576,"((-1, 1, 1), (0, 0, -1), (0, 1, -1))",2,"(1, 1)",6
2793,"((-1, 0, 1), (-1, 1, -1), (0, 1, 0))",2,"(0, 1)",6
2207,"((0, 1, 1), (-1, -1, 0), (1, -1, 0))",2,"(0, 0)",6
1876,"((-1, 1, -1), (0, -1, 1), (0, 0, 1))",0,"(2, 0)",6
1222,"((1, 0, 0), (1, -1, 0), (-1, 1, -1))",0,"(0, 2)",6
2790,"((-1, 0, 1), (-1, 1, 1), (0, 0, -1))",2,"(2, 0)",6
1877,"((-1, 1, -1), (0, 0, 1), (-1, 0, 1))",-2,"(1, 0)",6
2788,"((-1, 0, 1), (-1, 1, 1), (0, -1, 0))",2,"(2, 0)",6
1224,"((1, 0, 0), (1, -1, 0), (-1, -1, 1))",-2,"(0, 1)",6
2785,"((-1, -1, 1), (0, 1, 0), (0, -1, 1))",2,"(1, 0)",6
2784,"((-1, -1, 1), (0, 1, 0), (-1, 0, 1))",2,"(1, 2)",6
2783,"((-1, -1, 1), (0, 1, -1), (0, 0, 1))",2,"(2, 0)",6
2782,"((-1, -1, 1), (-1, 1, 0), (0, 0, 1))",2,"(1, 2)",6
2780,"((-1, -1, 1), (0, 1, 0), (0, 1, -1))",2,"(1, 0)",6
1878,"((-1, 1, -1), (0, 0, 1), (0, -1, 1))",0,"(1, 0)",6
2779,"((-1, -1, 1), (0, 1, 0), (-1, 1, 0))",0,"(1, 0)",6
2794,"((-1, 0, 1), (-1, 1, 0), (0, 1, -1))",2,"(0, 1)",6
1567,"((-1, 1, 1), (0, 1, -1), (0, 0, -1))",2,"(1, 0)",6
1875,"((-1, 1, -1), (-1, 0, 1), (0, 0, 1))",0,"(2, 0)",6
2796,"((-1, 0, 1), (-1, 1, -1), (0, 0, 1))",2,"(2, 0)",6
1570,"((-1, 1, 1), (0, 0, -1), (1, -1, 0))",2,"(1, 1)",6
1868,"((-1, 1, -1), (-1, 0, 1), (0, 1, 0))",2,"(1, 1)",6
2209,"((0, 1, 1), (-1, -1, 0), (1, 0, -1))",2,"(0, 0)",6
2808,"((-1, 0, 1), (0, 1, 1), (-1, -1, 0))",2,"(1, 0)",6
1870,"((-1, 1, -1), (0, -1, 1), (0, 1, 0))",-2,"(1, 0)",6
2805,"((-1, 0, 1), (0, 1, -1), (0, -1, 1))",2,"(2, 0)",6
2804,"((-1, 0, 1), (0, 1, -1), (-1, 0, 1))",0,"(1, 0)",6
1218,"((1, 0, 0), (1, -1, 1), (-1, -1, 0))",-2,"(0, 1)",6
2802,"((-1, 0, 1), (0, 1, -1), (0, 1, -1))",2,"(0, 1)",6
2801,"((-1, 0, 1), (0, 1, -1), (-1, 1, 0))",2,"(0, 1)",6
2309,"((0, 1, 0), (-1, 0, 1), (-1, 1, -1))",2,"(0, 0)",6
2856,"((-1, 0, 1), (0, 0, 1), (-1, 1, -1))",-2,"(0, 1)",6
1220,"((1, 0, 0), (1, -1, 1), (-1, 0, -1))",-2,"(0, 1)",6
1873,"((-1, 1, -1), (0, 0, 1), (0, 1, -1))",2,"(1, 1)",6
2797,"((-1, 0, 1), (-1, 1, 0), (0, -1, 1))",2,"(1, 2)",6
2311,"((0, 1, 0), (-1, 0, 1), (-1, -1, 1))",2,"(0, 0)",6
2810,"((-1, 0, 1), (0, 1, 1), (-1, 0, -1))",2,"(1, 0)",6
1566,"((-1, 1, 1), (0, 1, -1), (0, -1, 0))",2,"(2, 0)",6
1884,"((-1, 1, 0), (-1, -1, 1), (1, 0, 0))",2,"(2, 2)",6
1240,"((1, 0, 0), (0, -1, 1), (1, -1, -1))",2,"(0, 1)",6
2752,"((-1, 0, 1), (1, 0, 0), (1, -1, -1))",2,"(1, 1)",6
2750,"((-1, 0, 1), (1, 0, 1), (0, -1, -1))",2,"(1, 1)",6
1904,"((-1, 1, 0), (0, -1, 1), (-1, 0, 1))",2,"(0, 2)",6
1564,"((-1, 1, 1), (0, 1, -1), (-1, 0, 0))",2,"(2, 1)",6
2747,"((-1, 0, 1), (1, 1, 0), (0, -1, -1))",2,"(1, 2)",6
2744,"((-1, 0, 1), (1, 0, 0), (-1, -1, 1))",2,"(1, 2)",6
1905,"((-1, 1, 0), (0, -1, 1), (0, -1, 1))",2,"(0, 2)",6
1248,"((1, 0, 0), (0, -1, -1), (1, 1, -1))",2,"(1, 0)",6
1763,"((-1, 1, 0), (1, 0, 0), (1, -1, -1))",2,"(1, 1)",6
2742,"((-1, 0, 1), (1, 0, 0), (-1, 1, -1))",2,"(1, 1)",6
2740,"((-1, 0, 1), (1, 0, 1), (-1, 0, -1))",2,"(1, 1)",6
2198,"((0, 1, 1), (-1, -1, 1), (-1, 0, 0))",2,"(0, 0)",6
1908,"((-1, 1, 0), (0, 0, 1), (-1, 1, -1))",2,"(1, 1)",6
1761,"((-1, 1, 0), (1, 0, 1), (0, -1, -1))",2,"(1, 1)",6
1237,"((1, 0, 0), (0, -1, 1), (-1, -1, 1))",2,"(0, 2)",6
2777,"((-1, -1, 1), (0, 1, -1), (0, 1, 0))",2,"(2, 0)",6
1235,"((1, 0, 0), (0, -1, 1), (-1, 1, -1))",0,"(0, 2)",6
1899,"((-1, 1, 0), (0, -1, 1), (1, -1, 0))",0,"(2, 2)",6
2204,"((0, 1, 1), (-1, -1, 1), (0, 0, -1))",2,"(0, 0)",6
2774,"((-1, -1, 1), (-1, 1, 0), (0, 1, 0))",2,"(2, 0)",6
1886,"((-1, 1, 0), (-1, 0, 1), (1, -1, 0))",2,"(0, 2)",6
1227,"((1, 0, 0), (1, -1, 1), (0, -1, -1))",2,"(2, 0)",6
2770,"((-1, -1, 1), (0, 1, 1), (0, 0, -1))",2,"(1, 0)",6
1888,"((-1, 1, 0), (-1, 0, 1), (1, 0, -1))",2,"(1, 1)",6
2314,"((0, 1, 0), (-1, 0, 1), (1, -1, -1))",2,"(0, 2)",6
2768,"((-1, -1, 1), (0, 1, 1), (0, -1, 0))",2,"(1, 0)",6
2767,"((-1, -1, 1), (0, 1, 1), (-1, 0, 0))",2,"(1, 0)",6
1891,"((-1, 1, 0), (-1, -1, 1), (0, 1, 0))",-2,"(0, 2)",6
1892,"((-1, 1, 0), (-1, 0, 1), (0, 1, -1))",2,"(1, 1)",6
1894,"((-1, 1, 0), (-1, -1, 1), (0, 0, 1))",2,"(0, 2)",6
1895,"((-1, 1, 0), (-1, 0, 1), (0, -1, 1))",2,"(0, 2)",6
2764,"((-1, -1, 1), (-1, 1, 1), (0, 0, 0))",2,"(2, 0)",6
2201,"((0, 1, 1), (-1, -1, 1), (0, -1, 0))",2,"(0, 0)",6
1902,"((-1, 1, 0), (0, -1, 1), (-1, 1, 0))",-2,"(0, 2)",6
1214,"((1, 0, 0), (1, -1, -1), (0, -1, 1))",2,"(0, 1)",6
1872,"((-1, 1, -1), (0, 0, 1), (-1, 1, 0))",2,"(1, 1)",6
1199,"((1, 0, 1), (0, -1, 0), (1, -1, -1))",2,"(0, 1)",6
1860,"((-1, 1, -1), (0, -1, 1), (1, 0, 0))",0,"(2, 2)",6
2830,"((-1, -1, 1), (0, -1, 1), (1, 0, 0))",2,"(2, 2)",6
2831,"((-1, -1, 1), (0, 0, 1), (1, -1, 0))",2,"(1, 1)",6
1612,"((-1, 1, 1), (0, 1, 0), (0, -1, -1))",2,"(2, 0)",6
2215,"((0, 1, 1), (-1, -1, 0), (-1, 0, 1))",2,"(0, 0)",6
2833,"((-1, -1, 1), (0, 0, 1), (1, 0, -1))",2,"(1, 1)",6
2835,"((-1, -1, 1), (-1, 0, 1), (0, 1, 0))",2,"(2, 0)",6
2216,"((0, 1, 1), (-1, -1, 0), (0, -1, 1))",2,"(0, 0)",6
2836,"((-1, -1, 1), (0, -1, 1), (0, 1, 0))",2,"(2, 2)",6
2837,"((-1, -1, 1), (0, 0, 1), (-1, 1, 0))",2,"(1, 0)",6
2297,"((0, 1, 0), (-1, -1, 1), (1, -1, 0))",2,"(0, 2)",6
2838,"((-1, -1, 1), (0, 0, 1), (0, 1, -1))",2,"(1, 1)",6
2306,"((0, 1, 0), (-1, -1, 1), (0, -1, 1))",2,"(0, 2)",6
1856,"((-1, 1, -1), (-1, 0, 1), (1, 0, 0))",2,"(2, 1)",6
2842,"((-1, 0, 1), (-1, -1, 1), (1, 0, 0))",2,"(2, 2)",6
2843,"((-1, 0, 1), (-1, 0, 1), (1, -1, 0))",2,"(0, 1)",6
2221,"((0, 1, 1), (-1, 1, -1), (-1, 0, 0))",2,"(0, 0)",6
2845,"((-1, 0, 1), (-1, 0, 1), (1, 0, -1))",2,"(1, 1)",6
1197,"((1, 0, 1), (0, -1, 1), (0, -1, -1))",2,"(0, 1)",6
2847,"((-1, 0, 1), (-1, -1, 1), (0, 1, 0))",2,"(2, 2)",6
2223,"((0, 1, 1), (-1, 1, -1), (0, -1, 0))",2,"(0, 0)",6
2848,"((-1, 0, 1), (-1, 0, 1), (0, 1, -1))",-2,"(0, 1)",6
1575,"((-1, 1, 1), (0, 0, -1), (-1, 1, 0))",2,"(1, 1)",6
2224,"((0, 1, 1), (-1, 1, -1), (0, 0, -1))",2,"(0, 0)",6
1609,"((-1, 1, 1), (1, 0, 0), (0, -1, -1))",-2,"(1, 1)",6
2851,"((-1, 0, 1), (0, -1, 1), (1, -1, 0))",2,"(2, 2)",6
1778,"((-1, 1, -1), (-1, 1, 1), (0, 0, 0))",2,"(2, 1)",6
1194,"((1, 0, 1), (1, -1, 0), (0, -1, -1))",2,"(0, 1)",6
2853,"((-1, 0, 1), (0, -1, 1), (-1, 1, 0))",2,"(2, 2)",6
2828,"((-1, -1, 1), (-1, 0, 1), (1, 0, 0))",2,"(1, 1)",6
2299,"((0, 1, 0), (-1, -1, 1), (1, 0, -1))",0,"(0, 0)",6
1523,"((-1, 1, 1), (0, -1, 1), (0, -1, 0))",2,"(2, 2)",6
1213,"((1, 0, 0), (1, -1, -1), (-1, 0, 1))",0,"(0, 2)",6
2814,"((-1, 0, 1), (0, 1, 0), (-1, -1, 1))",2,"(1, 2)",6
2303,"((0, 1, 0), (-1, -1, 1), (0, 1, -1))",0,"(0, 0)",6
2817,"((-1, 0, 1), (0, 1, 1), (0, -1, -1))",2,"(1, 0)",6
2812,"((-1, 0, 1), (0, 1, 0), (-1, 1, -1))",2,"(0, 1)",6
2305,"((0, 1, 0), (-1, -1, 1), (-1, 0, 1))",2,"(0, 2)",6
2302,"((0, 1, 0), (-1, -1, 1), (-1, 1, 0))",-2,"(0, 0)",6
1862,"((-1, 1, -1), (0, 0, 1), (1, -1, 0))",0,"(1, 0)",6
1210,"((1, 0, 0), (1, -1, -1), (-1, 1, 0))",0,"(0, 2)",6
2212,"((0, 1, 1), (-1, -1, 0), (-1, 1, 0))",2,"(0, 0)",6
1572,"((-1, 1, 1), (0, 0, -1), (1, 0, -1))",2,"(1, 1)",6
2213,"((0, 1, 1), (-1, -1, 0), (0, 1, -1))",2,"(0, 0)",6
1864,"((-1, 1, -1), (0, 0, 1), (1, 0, -1))",2,"(1, 1)",6
1211,"((1, 0, 0), (1, -1, -1), (0, 1, -1))",2,"(0, 2)",6
3891,"((-1, 0, -1), (0, 1, 1), (1, 1, -1))",-2,"(0, 1)",7
1591,"((-1, 1, 1), (0, 1, 1), (-1, -1, 0))",-2,"(1, 0)",7
1608,"((-1, 1, 1), (1, 0, 0), (1, -1, -1))",-2,"(1, 1)",7
3894,"((-1, 0, -1), (-1, 1, 1), (0, 1, 1))",-2,"(0, 1)",7
1592,"((-1, 1, 1), (0, 1, 0), (-1, -1, 1))",-2,"(1, 0)",7
1657,"((-1, 1, -1), (1, 0, 1), (0, -1, 1))",0,"(1, 1)",7
402,"((1, -1, 0), (-1, 0, 1), (1, 1, -1))",0,"(0, 2)",7
3896,"((-1, 0, -1), (0, 1, 1), (-1, 1, 1))",-2,"(0, 1)",7
2242,"((0, 1, 1), (-1, 1, 1), (-1, 0, -1))",-2,"(0, 0)",7
1660,"((-1, 1, -1), (1, 0, 1), (0, 1, -1))",-2,"(1, 1)",7
2222,"((0, 1, 1), (-1, 1, -1), (0, -1, 1))",2,"(0, 0)",7
2211,"((0, 1, 1), (-1, -1, 0), (-1, 1, 1))",-2,"(0, 0)",7
1632,"((-1, 1, -1), (1, 1, -1), (0, 0, 1))",0,"(2, 1)",7
2117,"((0, 1, -1), (-1, 0, 1), (-1, 1, 1))",-2,"(0, 0)",7
398,"((1, -1, 0), (-1, -1, 1), (1, 0, 1))",-2,"(2, 1)",7
2208,"((0, 1, 1), (-1, -1, 0), (1, 1, -1))",-2,"(0, 0)",7
1659,"((-1, 1, -1), (1, 0, 1), (1, 0, -1))",-2,"(1, 1)",7
2270,"((0, 1, 0), (-1, 1, -1), (1, -1, 1))",2,"(0, 0)",7
2197,"((0, 1, 1), (-1, -1, 1), (-1, 1, 0))",-2,"(0, 0)",7
1629,"((-1, 1, -1), (1, 1, -1), (1, 0, 0))",-2,"(2, 2)",7
2226,"((0, 1, 1), (-1, 0, -1), (1, -1, 1))",-2,"(1, 1)",7
1606,"((-1, 1, 1), (1, 1, 0), (0, -1, -1))",-2,"(2, 0)",7
2239,"((0, 1, 1), (-1, 1, 1), (-1, -1, 0))",-2,"(0, 0)",7
3889,"((-1, 0, -1), (0, 1, 1), (1, -1, 1))",-2,"(0, 1)",7
4004,"((0, -1, -1), (0, 1, 1), (-1, 1, 1))",-2,"(0, 0)",7
2240,"((0, 1, 1), (-1, 1, 0), (-1, -1, 1))",-2,"(0, 0)",7
2112,"((0, 1, -1), (-1, 0, 1), (1, 1, -1))",0,"(1, 1)",7
1648,"((-1, 1, -1), (1, -1, 1), (0, 0, 1))",-2,"(2, 0)",7
400,"((1, -1, 0), (-1, 0, 1), (1, -1, 1))",-2,"(1, 1)",7
2200,"((0, 1, 1), (-1, -1, 1), (1, -1, 0))",2,"(0, 0)",7
2228,"((0, 1, 1), (-1, 0, -1), (1, 1, -1))",-2,"(1, 1)",7
1588,"((-1, 1, 1), (1, 0, 0), (-1, 1, -1))",-2,"(1, 1)",7
2115,"((0, 1, -1), (-1, -1, 1), (0, 1, 1))",-2,"(2, 0)",7
4002,"((0, -1, -1), (-1, 1, 1), (0, 1, 1))",-2,"(0, 0)",7
3996,"((0, -1, -1), (0, 1, 1), (1, -1, 1))",-2,"(0, 0)",7
2202,"((0, 1, 1), (-1, -1, 1), (1, 0, -1))",-2,"(0, 0)",7
406,"((1, -1, 0), (-1, -1, 1), (0, 1, 1))",2,"(0, 2)",7
1645,"((-1, 1, -1), (1, -1, 1), (1, 0, 0))",-2,"(2, 2)",7
